INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (25, 17, '2021-03-06 15:40:35', '2021-03-09 00:32:18', 2, 147, 0, 4500, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (19, 98, '2021-05-21 12:08:41', '2021-06-01 05:55:50', 2, 1551, 1, 22000, 'money');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (11, 106, '2020-03-05 05:09:12', '2020-03-16 10:42:24', 2, 5460, 0, 3660, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (16, 86, '2020-05-01 03:39:31', '2020-05-02 16:35:21', 2, 1164, 0, 2628, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (27, 58, '2020-11-02 00:39:17', '2020-11-03 16:17:10', 2, 932, 1, 1964, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (10, 105, '2021-06-15 04:52:14', '2021-06-16 14:46:41', 1, 240, 0, 5000, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (2, 159, '2020-12-06 23:00:26', '2020-12-11 09:38:14', 2, 720, 0, 3250, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (9, 91, '2020-02-18 15:14:19', '2020-03-01 13:54:59', 2, 300, 0, 22800, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (4, 108, '2020-11-30 03:46:00', '2020-12-02 22:44:57', 2, 1296, 1, 2142, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (14, 131, '2020-08-10 02:38:55', '2020-08-15 10:39:29', 2, 2304, 1, 3708, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (20, 44, '2020-10-04 13:01:54', '2020-10-06 02:54:28', 2, 524, 0, 2600, 'money');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (14, 149, '2020-10-20 00:17:15', '2020-11-03 17:00:57', 2, 9210, 1, 16170, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (7, 116, '2020-06-24 06:12:20', '2020-06-26 05:58:38', 2, 262, 0, 1300, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (9, 153, '2021-03-28 05:50:46', '2021-04-11 01:21:13', 2, 4410, 1, 27440, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (34, 50, '2020-10-18 15:24:59', '2020-11-02 09:03:51', 2, 2850, 1, 11250, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (20, 153, '2020-03-19 13:05:17', '2020-03-20 18:05:25', 2, 496, 0, 2600, 'money');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (25, 120, '2020-11-29 17:20:11', '2020-12-02 11:09:50', 2, 594, 1, 3900, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (13, 246, '2020-01-12 19:49:38', '2020-01-15 12:22:12', 2, 1215, 1, 4995, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (30, 210, '2020-09-27 06:09:30', '2020-09-29 15:08:35', 2, 852, 1, 1650, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (20, 200, '2021-02-19 16:00:11', '2021-03-02 00:45:40', 2, 2266, 0, 14300, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (7, 7, '2021-03-21 05:35:44', '2021-03-22 04:13:29', 2, 571, 0, 1092, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (26, 175, '2020-05-13 14:53:05', '2020-05-21 17:45:47', 2, 1971, 1, 9900, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (6, 23, '2021-06-22 21:36:38', '2021-07-03 07:22:34', 1, 7546, 0, 16742, 'money');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (28, 118, '2020-09-20 01:19:12', '2020-09-21 00:19:37', 2, 56, 0, 2000, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (19, 42, '2021-04-21 02:25:40', '2021-04-22 23:05:46', 2, 422, 1, 4610, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (22, 15, '2020-09-21 10:15:47', '2020-09-23 19:15:14', 2, 201, 1, 3600, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (7, 27, '2020-02-03 16:11:54', '2020-02-06 02:43:43', 2, 954, 0, 1950, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (22, 64, '2020-04-20 09:03:16', '2020-04-23 02:59:49', 2, 1419, 0, 5907, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (2, 117, '2020-08-28 05:43:21', '2020-08-29 06:44:16', 2, 368, 1, 1100, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (35, 215, '2020-08-15 19:25:26', '2020-08-17 19:17:31', 2, 50, 0, 4000, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (5, 108, '2020-02-15 17:14:28', '2020-02-21 10:59:28', 2, 1350, 1, 3300, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (35, 72, '2020-10-06 11:44:15', '2020-10-08 20:41:02', 2, 1200, 1, 7200, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (24, 241, '2020-12-07 19:42:30', '2020-12-18 01:28:59', 2, 5379, 0, 22187, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (2, 18, '2020-05-21 11:02:20', '2020-05-26 11:39:30', 2, 1548, 1, 3300, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (16, 202, '2020-05-03 18:30:40', '2020-05-05 15:09:35', 2, 70, 1, 1500, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (33, 243, '2021-05-23 06:23:45', '2021-05-24 18:20:35', 2, 242, 1, 4500, 'money');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (22, 177, '2021-06-07 08:20:22', '2021-06-09 20:14:03', 1, 675, 0, 3900, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (33, 110, '2021-05-11 04:55:41', '2021-05-17 07:36:16', 2, 399, 0, 17500, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (14, 65, '2020-08-27 11:11:49', '2020-08-28 17:07:40', 2, 600, 0, 1300, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (2, 179, '2021-03-14 18:18:12', '2021-03-16 16:58:46', 2, 400, 0, 1300, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (31, 166, '2020-03-04 09:23:22', '2020-03-17 16:16:36', 2, 3010, 0, 5600, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (21, 123, '2020-04-25 20:21:03', '2020-04-27 09:18:03', 2, 1322, 0, 922, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (32, 72, '2020-05-03 22:12:16', '2020-05-05 22:10:03', 2, 570, 1, 1700, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (6, 136, '2020-08-13 07:32:46', '2020-08-15 15:22:33', 2, 990, 0, 2550, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (27, 246, '2020-02-11 13:55:53', '2020-02-14 06:43:32', 2, 906, 0, 2550, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (13, 136, '2021-04-05 23:46:09', '2021-04-18 23:20:12', 2, 1859, 1, 15600, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (4, 119, '2021-01-10 12:38:30', '2021-01-12 07:09:28', 2, 324, 1, 1100, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (20, 51, '2021-06-28 21:42:56', '2021-06-29 21:42:11', 1, 279, 1, 1100, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (21, 144, '2020-01-28 03:49:03', '2020-01-29 03:39:30', 2, 267, 0, 150, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (26, 41, '2020-04-06 04:18:16', '2020-04-09 19:12:32', 2, 240, 0, 5200, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (6, 136, '2020-03-12 22:21:51', '2020-03-18 12:13:23', 2, 786, 0, 5100, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (12, 157, '2020-04-18 18:52:33', '2020-04-19 21:26:49', 2, 468, 1, 1500, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (30, 204, '2020-11-21 01:53:41', '2020-11-22 07:31:01', 2, 534, 0, 1300, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (10, 240, '2020-11-04 15:35:49', '2020-11-06 16:33:15', 2, 90, 1, 6750, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (8, 165, '2020-08-25 11:27:32', '2020-08-26 17:16:59', 2, 282, 0, 2000, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (23, 15, '2020-03-26 01:39:25', '2020-03-28 13:36:36', 2, 528, 1, 450, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (31, 58, '2020-12-08 07:42:59', '2020-12-11 02:17:18', 2, 1650, 0, 2400, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (16, 10, '2020-02-03 03:38:38', '2020-02-05 12:25:53', 2, 774, 0, 2550, 'money');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (35, 250, '2021-04-19 01:45:49', '2021-04-28 09:16:01', 2, 590, 1, 18000, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (2, 85, '2020-08-06 05:59:58', '2020-08-07 07:30:37', 2, 500, 0, 1300, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (16, 32, '2020-05-12 18:00:13', '2020-05-14 10:30:58', 2, 306, 1, 1500, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (33, 42, '2020-02-17 16:10:47', '2020-02-23 19:51:03', 2, 903, 0, 17500, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (35, 187, '2020-11-23 14:20:48', '2020-11-27 14:12:15', 2, 1276, 1, 8304, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (5, 179, '2021-03-23 13:21:16', '2021-03-25 03:16:53', 2, 1144, 1, 1988, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (31, 183, '2020-02-27 11:05:07', '2020-03-01 06:00:00', 2, 756, 0, 1200, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (8, 211, '2021-01-18 15:28:43', '2021-01-20 08:21:17', 2, 1080, 0, 3140, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (3, 13, '2020-10-28 04:05:15', '2020-10-30 17:38:02', 2, 369, 1, 2250, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (21, 34, '2020-09-28 04:21:07', '2020-10-01 01:55:01', 2, 504, 0, 450, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (23, 237, '2021-01-25 10:35:18', '2021-01-29 12:30:04', 2, 1460, 0, 1000, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (17, 121, '2021-03-04 12:38:21', '2021-03-05 12:31:11', 2, 317, 0, 650, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (3, 148, '2021-06-20 02:23:27', '2021-06-22 23:06:32', 1, 1122, 1, 2394, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (20, 57, '2021-06-13 23:13:37', '2021-06-15 05:56:43', 1, 566, 1, 2200, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (18, 169, '2020-05-21 22:31:41', '2020-05-23 09:25:35', 2, 152, 0, 800, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (29, 244, '2021-06-11 09:40:28', '2021-06-15 11:32:27', 1, 760, 1, 6000, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (12, 237, '2020-07-19 22:58:35', '2020-07-21 08:56:52', 2, 984, 1, 2068, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (34, 139, '2020-06-08 20:38:39', '2020-06-09 19:18:31', 2, 239, 1, 750, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (35, 95, '2020-12-27 16:20:27', '2021-01-01 05:04:16', 2, 1035, 1, 9000, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (4, 94, '2020-06-05 17:02:57', '2020-06-06 23:54:12', 2, 680, 1, 1100, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (2, 228, '2021-01-09 04:45:02', '2021-01-13 20:15:44', 2, 700, 1, 2750, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (22, 23, '2021-03-02 02:01:08', '2021-03-15 12:01:06', 2, 658, 1, 16800, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (9, 63, '2020-04-07 19:06:02', '2020-04-19 18:04:38', 2, 2100, 1, 20400, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (5, 236, '2020-05-17 14:35:28', '2020-05-19 12:18:17', 2, 848, 1, 1396, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (34, 167, '2020-09-14 04:10:01', '2020-09-17 10:06:07', 2, 976, 1, 3000, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (22, 212, '2020-03-28 19:45:07', '2020-03-31 08:22:35', 2, 315, 1, 3600, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (31, 32, '2020-11-18 07:23:46', '2020-12-01 22:10:05', 2, 4130, 1, 4900, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (6, 245, '2021-05-30 07:59:42', '2021-05-31 09:30:17', 2, 226, 0, 1700, 'money');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (9, 179, '2021-03-28 20:35:15', '2021-04-05 20:24:15', 2, 408, 0, 15200, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (35, 129, '2021-06-17 22:12:01', '2021-06-20 05:59:33', 1, 75, 0, 6000, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (20, 236, '2021-05-02 03:24:35', '2021-05-03 15:01:01', 2, 194, 1, 2200, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (19, 25, '2021-04-12 08:15:40', '2021-04-20 07:05:02', 2, 144, 1, 16000, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (33, 126, '2021-04-27 18:33:13', '2021-05-12 16:03:55', 2, 2175, 1, 33750, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (6, 126, '2020-03-07 13:27:43', '2020-03-10 00:59:40', 2, 804, 0, 2550, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (34, 78, '2020-12-04 16:05:51', '2020-12-12 16:56:10', 2, 1296, 1, 6750, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (29, 96, '2020-05-09 00:47:47', '2020-05-09 23:18:44', 2, 171, 1, 1200, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (13, 122, '2021-06-24 11:21:12', '2021-06-25 16:15:25', 1, 282, 0, 2600, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (28, 163, '2020-02-03 21:36:56', '2020-02-05 18:22:57', 2, 400, 0, 4000, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (26, 251, '2020-06-16 15:49:13', '2020-06-17 15:47:21', 2, 261, 1, 1100, 'money');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (2, 156, '2021-02-16 05:40:01', '2021-02-19 03:35:59', 2, 393, 0, 1950, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (32, 58, '2020-02-24 06:59:44', '2020-02-28 06:34:47', 2, 2756, 0, 6512, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (21, 148, '2020-08-16 04:15:38', '2020-08-18 08:50:46', 2, 1707, 0, 1107, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (4, 96, '2020-03-23 08:13:38', '2020-03-24 08:12:55', 2, 89, 0, 650, 'card');
INSERT INTO `car_rent_db`.`rent` (`id_car`, `id_user`, `rent_start`, `rent_end`, `id_rent_status`, `distance`, `deposit`, `total_price`, `payment_type`) VALUES (28, 166, '2020-03-16 08:19:44', '2020-03-17 08:19:18', 2, 145, 1, 1800, 'card');
